10_1_0_20170109203905538,inference
10_1_0_20170109203917216,training
10_1_0_20170109203924076,training
10_1_0_20170109204148144,inference
10_1_0_20170109204244904,training
10_1_0_20170109204255055,training
10_1_0_20170109204259563,training
10_1_0_20170109204338404,training
10_1_0_20170109204422889,training
10_1_0_20170109204435809,training
10_1_0_20170109204502951,training
10_1_0_20170109204617417,validation
10_1_0_20170109204746535,training
10_1_0_20170109204844109,training
10_1_0_20170109204859493,training
10_1_0_20170109204931156,training
10_1_0_20170109205003280,training
10_1_0_20170109205134282,training
10_1_0_20170109205141310,training
10_1_0_20170109205208368,validation
10_1_0_20170110220649364,training
10_1_1_20170109202938302,training
10_1_1_20170109203348828,training
10_1_1_20170109203520178,training
10_1_1_20170109203522559,inference
10_1_1_20170109204636561,inference
10_1_1_20170110225155603,training
10_1_1_20170116225209209,training
10_1_1_20170117134313205,inference
10_1_2_20170103201007646,training
10_1_2_20170104005417671,training
10_1_2_20170109201545634,training
10_1_2_20170109205037024,training
10_1_2_20170116175840105,validation
10_1_3_20170104221633430,inference
10_1_3_20170104221645430,inference
10_1_3_20170104221711437,training
10_1_3_20170109203848078,validation
10_1_3_20170109205323078,training
10_1_3_20170112211048149,training
10_1_3_20170117144247699,validation
10_1_3_20170119150820222,inference
10_1_4_20161223225854867,inference
10_1_4_20161223225900460,inference
10_1_4_20170103200950879,training
10_1_4_20170104005649671,validation
10_1_4_20170117195152197,training
110_0_0_20170112213500903,inference
110_0_2_20170112223734562,training
110_1_0_20170120134701015,validation
110_1_1_20170110155201038,inference
110_1_3_20170110155139762,training
111_1_0_20170120134646399,validation
115_1_0_20170120134725990,training
115_1_0_20170120134725991,training
115_1_1_20170112213257263,training
116_1_0_20170112213001988,training
116_1_0_20170120134921760,training
116_1_2_20170112220255503,training
116_1_3_20170120134744096,training
11_0_0_20170103200509559,validation
11_0_0_20170103200824775,inference
11_0_0_20170104012556563,inference
11_0_0_20170110220408722,training
11_0_0_20170110220453002,training
11_0_0_20170110220500946,training
11_0_0_20170110220518578,inference
11_0_0_20170110220657089,training
11_0_0_20170110220710576,validation
11_0_0_20170110224233654,training
11_0_0_20170110224340941,training
11_0_0_20170110224408700,training
11_0_0_20170110224505551,training
11_0_0_20170110224606036,training
11_0_0_20170110224742037,training
11_0_0_20170110224755272,training
11_0_0_20170110225254975,training
11_0_0_20170110225327724,training
11_0_0_20170110225435539,training
11_0_0_20170110225459361,training
11_0_0_20170110232511893,training
11_0_1_20170103201136230,training
11_0_2_20170103200847287,training
11_0_3_20170104013250186,training
11_0_3_20170104230222352,inference
11_0_4_20170103200621488,training
11_1_0_20170103200517422,inference
11_1_0_20170109203319557,training
11_1_0_20170109203327397,training
11_1_0_20170109203353740,inference
11_1_0_20170109203400684,validation
11_1_0_20170109203422194,training
11_1_0_20170109203919852,inference
11_1_0_20170109204030951,training
11_1_0_20170109204123358,training
11_1_0_20170109204523092,validation
11_1_0_20170109204546617,training
11_1_0_20170109204611305,training
11_1_0_20170109204614249,inference
11_1_0_20170109204641514,training
11_1_0_20170109204833458,training
11_1_0_20170109204927071,training
11_1_0_20170109205013531,inference
11_1_0_20170109205122664,training
11_1_0_20170109205125500,training
11_1_0_20170109205136852,validation
11_1_0_20170109205211093,training
11_1_0_20170109205214234,training
11_1_0_20170109205216790,validation
11_1_0_20170109205247087,training
11_1_0_20170109205438571,inference
11_1_0_20170109205441860,training
11_1_0_20170110224810583,inference
11_1_0_20170117133441179,training
11_1_1_20170109203712835,inference
11_1_1_20170114033545468,training
11_1_2_20170104005111615,inference
11_1_3_20170104222911112,training
11_1_3_20170104223632543,inference
11_1_4_20161223225953124,validation
11_1_4_20170103201747167,training
11_1_4_20170103212554964,validation
11_1_4_20170103233340363,training
11_1_4_20170104005813063,training
11_1_4_20170109201611941,training
12_0_0_20170103200900511,training
12_0_0_20170103201859385,validation
12_0_0_20170104013257914,training
12_0_0_20170109213205384,training
12_0_0_20170110215606404,training
12_0_0_20170110215739155,inference
12_0_0_20170110220108459,inference
12_0_0_20170110221819113,training
12_0_0_20170110224603045,validation
12_0_0_20170110224804208,training
12_0_0_20170110224833703,inference
12_0_0_20170110224843637,training
12_0_0_20170110225028524,training
12_0_0_20170110225257257,training
12_0_0_20170110225330874,training
12_0_0_20170110225348936,training
12_0_0_20170110225540554,training
12_0_0_20170110225553717,training
12_0_0_20170110232735095,training
12_0_0_20170117133903517,training
12_0_0_20170117141849040,validation
12_0_0_20170117145849076,inference
12_0_0_20170117165940524,validation
12_0_0_20170117182308749,training
12_0_0_20170117190914091,training
12_0_1_20170110224244673,validation
12_0_1_20170110225335956,training
12_0_2_20161219212833549,training
12_0_2_20170104012525810,training
12_0_2_20170104013228314,training
12_0_2_20170105000510274,training
12_0_3_20170104013451506,training
12_0_3_20170104225715968,training
12_0_3_20170104225802393,training
12_0_3_20170104230255729,validation
12_0_3_20170117183456013,training
12_0_4_20170103200538198,training
12_0_4_20170103200555927,inference
12_0_4_20170103200626630,validation
12_0_4_20170103200908168,training
12_0_4_20170103201607807,training
12_0_4_20170103201824880,training
12_0_4_20170103205745050,validation
12_1_0_20170102234319611,training
12_1_0_20170102234723371,training
12_1_0_20170103175441790,training
12_1_0_20170103200659679,inference
12_1_0_20170103200711205,training
12_1_0_20170103200742207,validation
12_1_0_20170103200944175,training
12_1_0_20170104005520631,inference
12_1_0_20170104005712405,training
12_1_0_20170104012017177,training
12_1_0_20170104013219930,training
12_1_0_20170104013410523,validation
12_1_0_20170109193530060,training
12_1_0_20170109200852145,training
12_1_0_20170109200904988,training
12_1_0_20170109200926532,inference
12_1_0_20170109201114375,validation
12_1_0_20170109201553786,validation
12_1_0_20170109201611941,inference
12_1_0_20170109203240213,training
12_1_0_20170109203306886,training
12_1_0_20170109203310061,training
12_1_0_20170109203338340,training
12_1_0_20170109203424756,training
12_1_0_20170109203536309,training
12_1_0_20170109203606169,validation
12_1_0_20170109203628860,training
12_1_0_20170109203631496,training
12_1_0_20170109203700059,inference
12_1_0_20170109203709140,training
12_1_0_20170109204113685,inference
12_1_0_20170109204206273,training
12_1_0_20170109204241570,validation
12_1_0_20170109204428993,training
12_1_0_20170109204431716,inference
12_1_0_20170109204507030,training
12_1_0_20170109204750280,inference
12_1_0_20170109204805155,training
12_1_0_20170109204815030,training
12_1_0_20170109205043077,training
12_1_0_20170109205045850,validation
12_1_0_20170109205056743,training
12_1_0_20170109205104124,training
12_1_0_20170109205130906,training
12_1_0_20170109212505669,training
12_1_0_20170109213526011,inference
12_1_0_20170109214236402,validation
12_1_0_20170109214435512,inference
12_1_0_20170116211852302,training
12_1_0_20170117143729521,inference
12_1_0_20170117154622148,inference
12_1_0_20170117181943783,training
12_1_0_20170117193148948,training
12_1_1_20170109204024091,training
12_1_1_20170109204809866,training
12_1_1_20170109214204794,training
12_1_1_20170109214642524,training
12_1_1_20170112213303693,training
12_1_1_20170116225216163,inference
12_1_1_20170116233629728,training
12_1_2_20170103200649030,training
12_1_2_20170103200922406,training
12_1_2_20170103201240488,training
12_1_2_20170104012405785,training
12_1_2_20170109203838187,inference
12_1_2_20170109214246240,validation
12_1_2_20170116190115810,training
12_1_2_20170116194059753,validation
12_1_2_20170117145333545,training
12_1_2_20170117165908225,training
12_1_2_20170117194013371,training
12_1_3_20161220222343139,training
12_1_3_20170104012400657,training
12_1_3_20170104013517483,inference
12_1_3_20170104221704334,validation
12_1_3_20170104221910239,training
12_1_3_20170104223448631,training
12_1_3_20170104223643593,training
12_1_3_20170117152932909,training
12_1_3_20170117154644725,validation
12_1_3_20170117174916351,validation
12_1_4_20161223230033380,training
12_1_4_20170103200721583,training
12_1_4_20170103200804119,training
12_1_4_20170104011715593,training
12_1_4_20170109214232071,inference
12_1_4_20170117201252893,validation
13_0_0_20170103200413990,validation
13_0_0_20170103200550455,training
13_0_0_20170103200631336,validation
13_0_0_20170103200856687,training
13_0_0_20170103201032542,training
13_0_0_20170104003724576,training
13_0_0_20170104011725761,training
13_0_0_20170104012310089,inference
13_0_0_20170104012320089,training
13_0_0_20170104012531409,training
13_0_0_20170104013342923,training
13_0_0_20170110220242419,validation
13_0_0_20170110220458081,training
13_0_0_20170110224337867,training
13_0_0_20170110224531616,validation
13_0_0_20170110224625011,inference
13_0_0_20170110224745977,training
13_0_0_20170110224751365,training
13_0_0_20170110224801290,training
13_0_0_20170110225045970,training
13_0_0_20170110225059227,inference
13_0_0_20170110225302179,training
13_0_0_20170110225307195,training
13_0_0_20170110225428740,training
13_0_0_20170110225438328,inference
13_0_0_20170110225447389,inference
13_0_0_20170110225513115,training
13_0_0_20170110225717809,inference
13_0_0_20170110232519225,inference
13_0_0_20170110232526929,training
13_0_1_20170110232537879,training
13_0_1_20170113150907477,training
13_0_2_20170103201143159,training
13_0_2_20170103201417686,training
13_0_2_20170117152653604,training
13_0_3_20170110232628896,training
13_0_3_20170119153840721,training
13_0_4_20170103201708406,training
13_1_0_20170104005742384,training
13_1_0_20170109201102915,inference
13_1_0_20170109201615837,training
13_1_0_20170109201622416,validation
13_1_0_20170109201711197,training
13_1_0_20170109203230286,inference
13_1_0_20170109203322570,training
13_1_0_20170109203635557,validation
13_1_0_20170109204048554,training
13_1_0_20170109204055232,training
13_1_0_20170109204108601,inference
13_1_0_20170109204117086,validation
13_1_0_20170109204128684,validation
13_1_0_20170109204325267,training
13_1_0_20170109204439327,training
13_1_0_20170109204849625,validation
13_1_0_20170109204923296,validation
13_1_0_20170109205049477,training
13_1_0_20170109205106776,validation
13_1_0_20170109205119953,training
13_1_0_20170109205237062,training
13_1_0_20170109212934682,validation
13_1_0_20170109213526011,training
13_1_0_20170109214314841,training
13_1_0_20170109214402325,training
13_1_0_20170109214425620,training
13_1_0_20170109214635943,training
13_1_0_20170110220422857,inference
13_1_0_20170110224453650,training
13_1_0_20170120133325603,inference
13_1_1_20170109203928107,inference
13_1_1_20170109204443201,training
13_1_2_20170104013444322,validation
13_1_3_20170109205242338,training
13_1_3_20170109213029072,training
13_1_3_20170117181350659,training
13_1_4_20170103200733438,training
13_1_4_20170103200913055,inference
13_1_4_20170103201542217,validation
13_1_4_20170103212548662,training
13_1_4_20170104005210478,training
13_1_4_20170104005323135,training
13_1_4_20170117200640357,training
14_0_0_20170102234323550,training
14_0_0_20170102234854353,training
14_0_0_20170103200600206,training
14_0_0_20170103200611317,training
14_0_0_20170103200615511,validation
14_0_0_20170103201123159,training
14_0_0_20170104011738192,training
14_0_0_20170104012315465,inference
14_0_0_20170104012341136,inference
14_0_0_20170104013338922,training
14_0_0_20170110220621497,training
14_0_0_20170110220704398,inference
14_0_0_2017011022340900,validation
14_0_0_20170110224441502,training
14_0_0_20170110224445654,training
14_0_0_20170110224516539,training
14_0_0_20170110224519294,training
14_0_0_20170110224528797,training
14_0_0_20170110225056665,inference
14_0_0_20170110225116744,training
14_0_0_20170110225130741,training
14_0_0_20170110225405549,inference
14_0_0_20170110225712028,training
14_0_0_20170110225725643,training
14_0_0_20170110231557039,training
14_0_0_20170110231657425,training
14_0_0_20170110232124117,validation
14_0_0_20170110232127519,training
14_0_0_20170110232319481,training
14_0_0_20170110232523770,training
14_0_0_20170110232541244,training
14_0_0_20170110232544606,training
14_0_0_20170110232633429,inference
14_0_0_20170110232651186,inference
14_0_0_20170110232745742,training
14_0_0_20170110232801598,validation
14_0_0_20170116201237010,training
14_0_0_20170116211955846,inference
14_0_0_20170116222402683,validation
14_0_0_20170117150204180,training
14_0_0_20170120133332421,validation
14_0_1_20170104012054585,training
14_0_1_20170110232707718,training
14_0_1_20170113145153262,validation
14_0_1_20170113151234215,training
14_0_1_20170116205529704,inference
14_0_1_20170117133924867,training
14_0_1_20170117141604244,inference
14_0_2_20170103200642238,training
14_0_2_20170103201038791,inference
14_0_2_20170103201051263,validation
14_0_2_20170104012412945,validation
14_0_2_20170104012518441,training
14_0_2_20170104012541763,training
14_0_2_20170104013318514,inference
14_0_2_20170110232701995,validation
14_0_3_20170104012427337,inference
14_0_3_20170104013434256,training
14_0_3_20170104225245755,training
14_0_3_20170104225533201,inference
14_0_3_20170104225721488,training
14_0_3_20170104225858160,validation
14_0_3_20170104230143521,training
14_0_3_20170109131758363,training
14_0_3_20170117181642515,training
14_0_4_20170103200528094,inference
14_0_4_20170103200608359,validation
14_0_4_20170103200837103,validation
14_0_4_20170103201105568,training
14_0_4_20170103201644927,validation
14_0_4_20170103205138666,inference
14_0_4_20170113145202254,inference
14_0_4_20170117192737955,validation
14_0_4_20170117193432868,inference
14_0_4_20170117204503401,training
14_1_0_20170103163023120,validation
14_1_0_20170103183504594,training
14_1_0_20170103200702463,training
14_1_0_20170103200757286,training
14_1_0_20170103200819591,inference
14_1_0_20170103201434935,training
14_1_0_20170103201911744,training
14_1_0_20170104005158239,training
14_1_0_20170104005333646,training
14_1_0_20170104005937407,training
14_1_0_20170104011720664,training
14_1_0_20170104011733528,training
14_1_0_20170104011842010,validation
14_1_0_20170104013351986,validation
14_1_0_20170109201824270,training
14_1_0_20170109203330417,training
14_1_0_20170109203340834,training
14_1_0_20170109203405475,training
14_1_0_20170109203505137,validation
14_1_0_20170109203625481,training
14_1_0_20170109203638205,training
14_1_0_20170109203842960,training
14_1_0_20170109203901444,training
14_1_0_20170109203937399,training
14_1_0_20170109204131257,inference
14_1_0_20170109204135732,training
14_1_0_20170109204158115,training
14_1_0_20170109204200483,training
14_1_0_20170109204218773,validation
14_1_0_20170109204304326,training
14_1_0_20170109204321875,validation
14_1_0_20170109204358190,training
14_1_0_20170109204620092,training
14_1_0_20170109204846649,training
14_1_0_20170109204918699,inference
14_1_0_20170109205344937,training
14_1_0_20170109205406978,validation
14_1_0_20170109212518607,training
14_1_0_20170109212651931,validation
14_1_0_20170109212749213,inference
14_1_0_20170109212753539,validation
14_1_0_20170109212926958,training
14_1_0_20170109213221821,training
14_1_0_20170109213522480,training
14_1_0_20170109213541777,training
14_1_0_20170109213548658,validation
14_1_0_20170109213635068,training
14_1_0_20170109214345916,validation
14_1_0_20170109214349442,training
14_1_0_20170109214428765,training
14_1_0_20170109214440556,training
14_1_0_20170109214501715,training
14_1_0_20170109214635943,inference
14_1_0_20170109214707410,training
14_1_0_20170117135203837,training
14_1_0_20170119150832998,validation
14_1_1_20170109203225054,inference
14_1_1_20170112230439326,training
14_1_1_20170116003214404,training
14_1_1_20170116235127595,training
14_1_2_20170102234329485,inference
14_1_2_20170103200931103,validation
14_1_2_20170104012048369,training
14_1_2_20170104012506017,validation
14_1_2_20170104013310115,training
14_1_2_20170104021105972,training
14_1_2_20170109204853921,training
14_1_3_20161220220655004,validation
14_1_3_20170104013523266,training
14_1_3_20170104221658783,training
14_1_3_20170104221756497,validation
14_1_3_20170104221807127,training
14_1_3_20170104221818294,training
14_1_3_20170104221901782,training
14_1_3_20170104222437734,training
14_1_3_20170104222504560,validation
14_1_4_20170103200753206,training
14_1_4_20170103200917543,training
14_1_4_20170103201207132,inference
14_1_4_20170103201225838,inference
14_1_4_20170103233153851,training
14_1_4_20170109205457235,validation
15_0_0_20170102234355667,inference
15_0_0_20170103200828591,training
15_0_0_20170103200850696,training
15_0_0_20170103201110847,training
15_0_0_20170103201301966,inference
15_0_0_20170103201316167,inference
15_0_0_20170104002211388,training
15_0_0_20170104011728017,training
15_0_0_20170104011743800,training
15_0_0_20170104012102240,training
15_0_0_20170104012346994,validation
15_0_0_20170104012550546,training
15_0_0_20170104013333801,training
15_0_0_20170104225947233,training
15_0_0_20170105183251055,inference
15_0_0_20170105183254311,training
15_0_0_20170110223430616,training
15_0_0_20170110224250144,training
15_0_0_20170110224312647,training
15_0_0_20170110224324459,inference
15_0_0_20170110225410802,training
15_0_0_20170110225440579,validation
15_0_0_20170110225617650,validation
15_0_0_20170110225622776,training
15_0_0_20170110225705232,training
15_0_0_20170110231550866,training
15_0_0_20170110232117349,training
15_0_0_20170110232306381,training
15_0_0_20170110232311158,validation
15_0_0_20170110232322390,inference
15_0_0_20170110232327328,training
15_0_0_20170110232331351,training
15_0_0_20170110232338801,inference
15_0_0_20170110232443234,inference
15_0_0_20170110232452356,training
15_0_0_20170110232515682,inference
15_0_0_20170110232532949,inference
15_0_0_20170110232610061,training
15_0_0_20170110232636744,training
15_0_0_20170110232640357,inference
15_0_0_20170110232646170,training
15_0_0_20170110232655904,inference
15_0_0_20170110232717464,inference
15_0_0_20170110232721987,training
15_0_0_20170110232730918,training
15_0_0_20170110232807958,training
15_0_0_20170116201123807,training
15_0_0_20170116201240276,inference
15_0_0_20170116201246071,validation
15_0_0_20170116201248395,inference
15_0_0_20170116201250292,training
15_0_0_20170116201252122,validation
15_0_0_20170116201253769,training
15_0_0_20170116201332456,validation
15_0_0_20170116201342325,validation
15_0_0_20170116211720424,inference
15_0_0_20170117134820249,inference
15_0_0_20170120133307597,training
15_0_1_20170110231743136,training
15_0_1_20170113132336584,validation
15_0_1_20170113151409719,training
15_0_1_20170113154729554,training
15_0_1_20170113180633029,training
15_0_1_20170117135108912,training
15_0_1_20170117135556256,training
15_0_1_20170120134502877,training
15_0_2_20161219193832243,training
15_0_2_20170102235056163,training
15_0_2_20170104011938218,training
15_0_2_20170104013327250,validation
15_0_2_20170116181405111,training
15_0_3_20170104225254497,training
15_0_3_20170104225525049,training
15_0_3_20170104225537649,validation
15_0_3_20170104225906465,training
15_0_3_20170104230418059,inference
15_0_3_20170105183235993,training
15_0_3_20170110225627090,training
15_0_4_20170103201002253,inference
15_0_4_20170103201013615,inference
15_0_4_20170103233214059,training
15_0_4_20170104011201568,inference
15_0_4_20170110232416743,training
15_1_0_20170103200925950,inference
15_1_0_20170103201148510,validation
15_1_0_20170103201844088,training
15_1_0_20170104013418578,training
15_1_0_20170104013549874,training
15_1_0_20170105000525758,training
15_1_0_20170109203414090,training
15_1_0_20170109203912357,training
15_1_0_20170109204142217,training
15_1_0_20170109204150999,training
15_1_0_20170109204203014,inference
15_1_0_20170109204210842,validation
15_1_0_20170109204237329,validation
15_1_0_20170109204314585,training
15_1_0_20170109204354264,validation
15_1_0_20170109204416506,training
15_1_0_20170109212807412,training
15_1_0_20170109213421667,inference
15_1_0_20170109213427133,training
15_1_0_20170109213448729,training
15_1_0_20170109213511851,training
15_1_0_20170109213537150,training
15_1_0_20170109213555287,training
15_1_0_20170109213613605,training
15_1_0_20170109214024612,training
15_1_0_20170109214058590,training
15_1_0_20170109214133273,training
15_1_0_20170109214302271,validation
15_1_0_20170109214307598,training
15_1_0_20170109214319385,validation
15_1_0_20170109214328421,training
15_1_0_20170109214352795,training
15_1_0_20170109214409051,training
15_1_0_20170109214412116,validation
15_1_0_20170109214447621,validation
15_1_0_20170109214516641,training
15_1_0_20170109214523308,inference
15_1_0_20170109214626752,training
15_1_0_20170109214633067,training
15_1_0_20170109214723528,training
15_1_0_20170116201351655,inference
15_1_0_20170116232438243,training
15_1_0_20170117134420894,training
15_1_1_20170104005130400,training
15_1_1_20170104011851042,training
15_1_1_20170104012002526,training
15_1_1_20170109212440397,training
15_1_1_20170109214142778,training
15_1_1_20170112191208424,training
15_1_1_20170112191212510,training
15_1_1_20170112191307797,training
15_1_1_20170112210325253,inference
15_1_1_20170112230538604,training
15_1_1_20170112230550725,training
15_1_1_20170116000638538,validation
15_1_1_20170116164052068,training
15_1_2_20161219190855506,inference
15_1_2_20161219193333691,validation
15_1_2_20170102234824195,training
15_1_2_20170104012024121,training
15_1_2_20170104012031136,training
15_1_2_20170104012441969,validation
15_1_2_20170104013425867,training
15_1_2_20170104015856031,training
15_1_2_20170116175234078,training
15_1_3_20161220145451968,training
15_1_3_20170104221641789,training
15_1_3_20170104221722328,training
15_1_3_20170104221725742,training
15_1_3_20170104221933959,training
15_1_3_20170104222007428,training
15_1_3_20170104222011950,training
15_1_3_20170104222618503,inference
15_1_3_20170117142502538,validation
15_1_3_20170119164417238,validation
15_1_4_20170103200935782,training
15_1_4_20170103201201509,training
15_1_4_20170103201247846,inference
15_1_4_20170103201254359,training
15_1_4_20170103201329807,training
15_1_4_20170103201445071,training
15_1_4_20170103214742821,inference
15_1_4_20170103222927064,training
15_1_4_20170103223416559,inference
15_1_4_20170103230530985,training
15_1_4_20170103233208315,training
15_1_4_20170103233304142,validation
15_1_4_20170103233348795,training
15_1_4_20170103233356803,training
15_1_4_20170103233441003,training
15_1_4_20170103234910356,validation
15_1_4_20170104005807401,inference
15_1_4_20170104005847968,training
15_1_4_20170109212947695,training
16_0_0_20170102234641453,training
16_0_0_20170103201044224,training
16_0_0_20170104003740977,training
16_0_0_20170104003750790,inference
16_0_0_20170104012305505,training
16_0_0_20170104012325066,training
16_0_0_20170104012330536,validation
16_0_0_20170104012457770,training
16_0_0_20170104230001113,training
16_0_0_20170110224435349,validation
16_0_0_20170110225310813,training
16_0_0_20170110225708208,training
16_0_0_20170110225715009,inference
16_0_0_20170110231215944,training
16_0_0_20170110231218369,training
16_0_0_20170110231219975,training
16_0_0_20170110231221050,training
16_0_0_20170110231230149,validation
16_0_0_20170110231517869,training
16_0_0_20170110231520320,training
16_0_0_20170110231521377,validation
16_0_0_20170110231526097,validation
16_0_0_20170110231527285,training
16_0_0_20170110231529568,training
16_0_0_20170110231532894,training
16_0_0_20170110231533988,training
16_0_0_20170110231553413,validation
16_0_0_20170110231617005,training
16_0_0_20170110231627902,training
16_0_0_20170110231633585,inference
16_0_0_20170110231636100,training
16_0_0_20170110231645188,training
16_0_0_20170110231646278,training
16_0_0_20170110231647118,training
16_0_0_20170110231647962,training
16_0_0_20170110231648820,training
16_0_0_20170110231700274,training
16_0_0_20170110231707270,training
16_0_0_20170110231720674,training
16_0_0_20170110231725022,inference
16_0_0_20170110231726179,training
16_0_0_20170110231732210,training
16_0_0_20170110231736665,inference
16_0_0_20170110231756634,training
16_0_0_20170110231758466,training
16_0_0_20170110231759619,validation
16_0_0_20170110231801615,validation
16_0_0_20170110231810810,inference
16_0_0_20170110231811882,training
16_0_0_20170110231814139,training
16_0_0_20170110231815815,training
16_0_0_20170110231841292,training
16_0_0_20170110231904662,training
16_0_0_20170110231909175,inference
16_0_0_20170110231910518,inference
16_0_0_20170110231914222,validation
16_0_0_20170110231916206,training
16_0_0_20170110231917206,training
16_0_0_20170110231918993,training
16_0_0_20170110231919941,training
16_0_0_20170110231944071,training
16_0_0_20170110232012908,training
16_0_0_20170110232038257,training
16_0_0_20170110232039461,inference
16_0_0_20170110232040957,validation
16_0_0_20170110232108336,training
16_0_0_20170110232111509,training
16_0_0_20170110232113589,training
16_0_0_20170110232141846,training
16_0_0_20170110232142982,inference
16_0_0_20170110232200900,training
16_0_0_20170110232208589,training
16_0_0_20170110232217844,training
16_0_0_20170110232218902,training
16_0_0_20170110232245640,inference
16_0_0_20170110232259630,inference
16_0_0_20170110232301837,training
16_0_0_20170110232302818,training
16_0_0_20170110232307970,inference
16_0_0_20170110232313053,inference
16_0_0_20170110232315216,training
16_0_0_20170110232316211,training
16_0_0_20170110232332618,training
16_0_0_20170110232429214,training
16_0_0_20170110232432328,training
16_0_0_20170110232434079,training
16_0_0_20170110232444834,training
16_0_0_20170110232450588,training
16_0_0_20170110232451479,training
16_0_0_20170110232528586,training
16_0_0_20170110232605131,training
16_0_0_20170110232611516,training
16_0_0_20170110232613101,training
16_0_0_20170110232647979,validation
16_0_0_20170110232714508,inference
16_0_0_20170110232724382,training
16_0_0_20170110232725516,training
16_0_0_20170110232741392,training
16_0_0_20170110232742700,training
16_0_0_20170110232757924,training
16_0_0_20170110232803098,training
16_0_0_20170110232817061,training
16_0_0_20170110232818695,training
16_0_0_20170116201106640,validation
16_0_0_20170116201208865,training
16_0_0_20170116235030195,training
16_0_0_20170117134536197,training
16_0_0_20170117134538670,validation
16_0_0_20170120133327900,training
16_0_1_20170105183511375,training
16_0_1_20170110231713914,training
16_0_1_20170110231925176,training
16_0_1_20170113152759697,validation
16_0_1_20170113155247627,training
16_0_1_20170116161243731,training
